bird_name,bird_sci_name,bird_order,bird_family,bird_color,bird_habitat,bird_char,bird_desc,bird_distr,bird_eco,bird_img,bird_scale
FRIGATE,FREGATIDAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
FRILL BACK PIGEON,COLUMBA LIVIA DOMESTICA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GAMBELS QUAIL,CALLIPEPLA GAMBELII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GANG GANG COCKATOO,CALLOCEPHALON FIMBRIATUM,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GILA WOODPECKER,MELANERPES UROPYGIALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GILDED FLICKER,COLAPTES AURATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GLOSSY IBIS,PLEGADIS FALCINELLUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GO AWAY BIRD,CORYTHAIXOIDES CONCOLOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLD WING WARBLER,VERMIVORA CHRYSOPTERA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN BOWER BIRD,PRIONODURA NEWTONIANA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN CHEEKED WARBLER,SETOPHAGA CHRYSOPARIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN CHLOROPHONIA,CHLOROPHONIA CALLOPHRYS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN EAGLE,AQUILA CHRYSAETOS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN PARAKEET,GUARUBA GUAROUBA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN PHEASANT,CHRYSOLOPHUS PICTUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOLDEN PIPIT,TMETOTHYLACUS TENELLUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GOULDIAN FINCH,ERYTHRURA GOULDIAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GRANDALA,GRANDALA COELICOLOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GRAY CATBIRD,DUMETELLA CAROLINENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GRAY KINGBIRD,TYRANNUS DOMINICENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GRAY PARTRIDGE,PERDIX PERDIX,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT ARGUS,ARGUSIANUS ARGU,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT GRAY OWL,STRIX NEBULOSA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT JACAMAR,JACAMEROPS AUREUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT KISKADEE,PITANGUS SULPHURATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT POTOO,NYCTIBIUS GRANDIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT TINAMOU,TINAMUS MAJOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREAT XENOPS,MEGAXENOPS PARNAGUAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREATER PEWEE,CONTOPUS PERTINAX,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREATER PRAIRIE CHICKEN,TYMPANUCHUS CUPIDO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREATOR SAGE GROUSE,CENTROCERCUS UROPHASIANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREEN BROADBILL,CALYPTOMENA VIRIDIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREEN JAY,CYANOCORAX YNCAS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREEN MAGPIE,CISSA CHINENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREEN WINGED DOVE,CHALCOPHAPS INDICA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREY CUCKOOSHRIKE,CORACINA CAESIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREY HEADED FISH EAGLE,ICHTHYOPHAGA ICHTHYAETUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREY PLOVER,PLUVIALIS SQUATAROLA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GROVED BILLED ANI,CROTOPHAGA SULCIROSTRIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GUINEA TURACO,TAURACO PERSA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GUINEAFOWL,NUMIDIDAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GURNEYS PITTA,HYDRORNIS GURNEYI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GYRFALCON,FALCO RUSTICOLUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HAMERKOP,SCOPUS UMBRETTA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HARLEQUIN DUCK,HISTRIONICUS HISTRIONICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HARLEQUIN QUAIL,COTURNIX DELEGORGUEI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HARPY EAGLE,HARPIA HARPYJA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HAWAIIAN GOOSE,BRANTA SANDVICENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HAWFINCH,COCCOTHRAUSTES COCCOTHRAUSTES,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HELMET VANGA,EURYCEROS PREVOSTII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HEPATIC TANAGER,PIRANGA FLAVA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HIMALAYAN BLUETAIL,TARSIGER RUFILATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HIMALAYAN MONAL,LOPHOPHORUS IMPEJANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HOATZIN,OPHISTHOCOMUS HOAZIN,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HOODED MERGANSER,LOPHODYTES CUCULLATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HOOPOES,UPUPIDAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HORNED GUAN,OREOPHASIS DERBIANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HORNED LARK,EREMOPHILA ALPESTRIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HORNED SUNGEM,HELIACTIN BILOPHUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HOUSE FINCH,HAEMORHOUS MEXICANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HOUSE SPARROW,PASSER DOMESTICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
HYACINTH MACAW,ANODORHYNCHUS HYACINTHINUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
IBERIAN MAGPIE,CYANOPICA COOKI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
IBISBILL,IBIDORHYNCHA STRUTHERSII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
IMPERIAL SHAQ,LEUCOCARBO ATRICEPS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INCA TERN,LAROSTERNA INCA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INDIAN BUSTARD,ARDEOTIS NIGRICEPS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INDIAN PITTA,PITTA BRACHYURA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INDIAN ROLLER,CORACIAS BENGHALENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INDIAN VULTURE,GYPS INDICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INDIGO BUNTING,PASSERINA CYANEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INDIGO FLYCATCHER,EUMYIAS INDIGO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
INLAND DOTTEREL,CHARADRIUS AUSTRALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
IVORY BILLED ARACARI,PTEROGLOSSUS AZARA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
IVORY GULL,PAGOPHILA EBURNEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
IWI, VESTIARIA COCCINEA.,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JABIRU,JABIRU MYCTERIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JACK SNIPE,LYMNOCRYPTES MINIMUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JACOBIN PIGEON,COLUMBA LIVIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JANDAYA PARAKEET,ARATINGA JANDAYA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JAPANESE ROBIN,ERITHACUS AKAHIGE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JAVA SPARROW,LONCHURA ORYZIVORA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
JOCOTOCO ANTPITTA,GRALLARIA RIDGELYI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KAGU,RHYNOCHETOS JUBATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KAKAPO,STRIGOPS HABROPTILUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KILLDEAR,CHARADRIUS VOCIFERUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KING EIDER,SOMATERIA SPECTABILIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KING VULTURE,SARCORAMPHUS PAPA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KIWI,APTERYX,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KOOKABURRA,DACELO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LARK BUNTING,CALAMOSPIZA MELANOCORYS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LAUGHING GULL,LEUCOPHAEUS ATRICILLA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LAZULI BUNTING,PASSERINA AMOENA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LESSER ADJUTANT,LEPTOPTILOS JAVANICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LILAC ROLLER,CORACIAS CAUDATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LIMPKIN,ARAMUS GUARAUNA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LITTLE AUK,ALLE ALLE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LOGGERHEAD SHRIKE,LANIUS LUDOVICIANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LONG-EARED OWL,ASIO OTUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LOONEY BIRDS,LUNATICUS AMERICONIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
LUCIFER HUMMINGBIRD,CALOTHORAX LUCIFER,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MAGPIE GOOSE,ANSERANAS SEMIPALMATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MALABAR HORNBILL,OCYCEROS GRISEUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MALACHITE KINGFISHER,CORYTHORNIS CRISTATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MALAGASY WHITE EYE,ZOSTEROPS MADERASPATANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MALEO,MACROCEPHALON MALEO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MALLARD DUCK,ANAS PLATYRHYNCHOS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MANDRIN DUCK,AIX GALERICULATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MANGROVE CUCKOO,COCCYZUS MINOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MARABOU STORK,LEPTOPTILOS CRUMENIFER,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MASKED BOBWHITE,COLINUS VIRGINIANUS RIDGWAYI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MASKED BOOBY,SULA DACTYLATRA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MASKED LAPWING,VANELLUS MILES,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MCKAYS BUNTING,PLECTROPHENAX HYPERBOREUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MERLIN,FALCO COLUMBARIUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
